complaint_id,facility_id,facility_type,incident_date,notes,severity,fine,Facility Invest Results Abuse,Facility Invest Results Rule,Type Of Abuse
CO14119,523271,AFH,7/1/2014,"On August 16, 2013, the local licensing authority (LLA) received a renewal application from the licensee. The application listed (EF) as a substitute caregiver. On October 29, 2013, the LLA reviewed the Office of Inspector General_x001A_s data base and discovered EF on the exclusion list with indefinite termination. On November 4, 2013, the LLA issued a letter to the licensee informing the licensee that EF could no longer work in the adult foster home (AFH) due to EF being on the exclusion list. On December 30, 2013, the LLA received copies of medication administration records (MAR) with EF_x001A_s initials as administering medication, and progress notes for November 2013 and December 2013 that had EF_x001A_s initials at the end of the narrative entries. 



On April 22, 2014, a monitoring visit was conducted at the licensees AFH. Upon arrival the licensee, EF and caregiver LM were on duty. On May 28, 2014, the LLA received copies of registered nurse delegations that listed EF as being delegated for a resident in the home. The licensee_x001A_s conduct constituted a failure to provide a safe environment and is a violation of Oregon Administrative Rules. On June 10, 2014, a monitoring visit was conducted at the licensee_x001A_s AFH. Upon arrival caregiver AW was the only care giver on duty. On July 1, 2014, the licensor discovered AW_x001A_s criminal background check was denied on June 30, 2014. AW had been working in the AFH without a criminal background check. On July 1, 2014, the licensee was notified that AW could no longer work in the AFH. The licensee_x001A_s conduct constituted a failure to provide a safe environment and is a violation of Oregon Administrative Rules.",3,450,,,
MV147824C,523271,AFH,7/18/2014,"On or about July 21, 2014, it was alleged that Reported Perpetrator (RP) failed to provide a safe environment for Reported Victim (RV). RV entered the facility with financial issues. RP had RV sign a power of attorney over to RP, allowing RV to have the authority to manage RV's financial affairs. The licensee failed to provide a safe environment for RV. The failure is a violation of Oregon Administrative Rules.",2,,,,
MV148423,523271,AFH,8/25/2014,"On or about September 4, 2014, it was alleged that Reported Perpetrator (RP) failed to protect Reported Victim (RV) from financial exploitation. RP became RV's power of attorney (POA) on 2/5/2013 while RV was a resident at the adult foster home (AFH). RP put his/her name on RV's bank account. RV stated that he/she did not agree to have RP be RV's POA. RV has requested that RP be removed as POA and stated that RP is still receiving RV's money. RP is named as executor of RV's will, RV's spouse as secondary executor, and RP's children as bequests of property dated 2/5/2013. The licensee failed to protect RV from financial exploitation. The failure is a violation of resident rights and constitutes abuse.",2,,,,Financial abuse
RD129064,523280,AFH,1/7/2012,"It was reported that on or about January 7, 2012, Licensee failed to provide a safe environment for Resident #1 (RV1). Licensee failed to follow Resident #1's (RV1) care plan and failed intervene after RV1 had fallen. Licensee's failures are a violation of Oregon Administrative Rule, are considered neglect and constitute abuse. Wrongdoing on the part of the Licensee has been substantiated.",2,0,,,Neglect
MV133503,523286,AFH,6/12/2013,"It was reported that on or about June 12, 2013, Licensee failed to provide appropriate care and services to Resident #1. Licensee admitted Resident #1 without the required documentation and medication. Licensee admitted Resident #1 on June 12, 2013 and did not get the proper documentation and medication for Resident #1 until June 14, 2013. Licensee's failures are a violation of Oregon Administrative Rules. Wrongdoing on the part of the Licensee was substantiated.",2,,,,
RB121417,523299,AFH,10/22/2012,"On or about September 21, 2012, Resident #1 (RV) was admitted to the licensee_x001A_s adult foster home (AFH). Reported Perpetrator (RP) was aware that RV had some skin breakdown on RV_x001A_s buttocks upon arrival at RP_x001A_s AFH. Shortly after RV_x001A_s arrival RP began to apply ointment to RV_x001A_s skin breakdown, and wrapped the breakdown in saran wrap. RP did not obtain a physician_x001A_s order for treatment of RV_x001A_s skin breakdown. 



According to RV_x001A_s care plan, RV was to be turned/ re-positioned every two hours. RP_x001A_s narratives indicate that on 10/09/2012 RV was repositioned three times, on 10/10/2012 RV was repositioned two times, and on 10/11/2012 RV was repositioned two times. On October 15, 2012, RV was transported by emergency personnel to the hospital for treatment. Upon admission to the hospital, RV was unresponsive and dehydrated. The hospital discharge sheet showed that RV had a stage II pressure wound on h/her right buttock, a wound on h/her right shoulder (stage unknown), and a stage I pressure wound on h/her left heal. The licensee failed to seek timely medical attention for RV, which resulted in RV_x001A_s condition to worsen. The licensee_x001A_s failure is violation of Oregon Administrative Rule and constitutes abuse. UPDATE: Staffed with supervisor. Did not rise to level of CP. CP was not sent out. 2/8/13",2,400,,,Neglect
CO13113,523362,AFH,9/10/2013,"It was reported that on or about May 30, 2013, Licensee hired Caregiver #1 to work in her Adult Foster Home prior to having the required background check approval. Caregiver #1 started working in Licensee's Adult Foster Home AFH on September 3, 2013 and was left alone to care for the residents of the AFH. Caregiver #1's background check approval was adated for November 13, 2013.",3,250,,,
AL145700,523362,AFH,4/3/2013,"It was reported that on or about April 3, 2013, Licensee failed to ensure Resident #1's (RV1) medication was administered as ordered. Reported Perpetrator #2 (RP2) had administered RV1's as needed narcotic medication on a scheduled basis every 6 hours. Licensee's failures are a violation of Oregon Administrative Rules. Wrongdoing on the part of the Licensee was substantiated.",1,,,,
AL145735,523362,AFH,5/9/2013,"It was reported that on or about May 9, 2013, Licensee failed to administer medications as ordered. On May 9, 2013 and May 12, 2013, Reported Perpetrator #2 (RP2) failed to follow hospice delegation orders resulting in an overdose of Resident #1's medication. Licensee's failures are a violation of Oregon Administrative Rules. RP2's failures are considered neglect and constitute abuse.",3,,Not Substantiated,Substantiated,Neglect
AL151133B,523362,AFH,1/20/2015,"On or about February 12, 2015, Adult Protective Services (""APS"") received a complaint that RP3 threatened RV.  During the course of the investigation, APS substantiated the following; RP3 threatened RV with police, stating RP3 would call law enforcement.  RP3 did not know how to work with RV and was more rigid with RV and used manipulation.  RP3's actions were a violation of resident rights and are considered a violation of Oregon Administrative Rule.",2,,Not Substantiated,Substantiated,
AL151195,523362,AFH,1/31/2015,"On or about February 2, 2015, Adult Protective Services received a complaint that the facility failed to properly use a restraint. During the course of the investigation, APS substantiated the following: RV must be toiled a minimum of 2 hours per day and must be attended while toileting. RV could remain on the toilet anywhere from 45 minutes up to an hour or longer. Unauthorized restraints were installed in the facility.  RP2 instructed staff to use the restraints and assist the RV when toileting if needed.  RP did use unauthorized restraints on RV for toileting. RP1 did not have an assessment or doctor orders authorizing use of restraints and could provide no documentation to support authorization of the restraint device as required by OAR.  RP1's failure to have an assessment and doctor orders is a failure of OAR.  RP2's instructions to staff to use the restraints, without doctor orders or assessment, and use of the restraint is a violation of resident rights, is considered a wrongful use of physical restraint, and constitutes abuse.",3,,Substantiated,Substantiated,Restraints
CO15158,523362,AFH,8/11/2015,"Licensee received a violation for failure to have a nurse to delegate tasks.  As part of her correction, she submitted a statement from a nurse and a billing invoice from that same nurse.   The statement indicated the last time the nurse consulted was months prior.  Three months after the violation, the local licensing authority found a delegation form for insulin injection of one of the residents.  It appeared to be unlike what the local authority had seen before.  After sending it to the state nurse and the state board of nursing, it appears that the delegation form was not authored by the nurse, although it has a signature of the nurse's name.  Falsification of records is a mandatory civil penalty.",3,400,,,
AL151133C,523362,AFH,1/20/2015,"On or about Feb. 2, 2015, Adult Protective Services (""APS"") received a complaint that the facility failed to provide adequate hygiene care.  During the course of the investigation, APS substantiated the following: RV's care plan indicates that RV is resistive to toileting and will sit in urine soaked bedding or clothes unless cued to do otherwise. On Feb. 12, 2015, RV's disposable briefs/underwear were changed at 9:30 a.m. At approximately 4pm, RV was found sitting in his/her wheelchair with 2 disposable briefs/underwear full of RV's fecal waste and urine and his/her night clothes were soiled. RP2 was found in the AFH living area using his/her phone and unaware of RV's condition.  RP2 was informed of RV's condition by W2 and then RV was cleaned.  RP2's actions are considered a violation of resident rights, is considered neglect, and constitutes abuse.  RP1 stated it was possible the staff was newer and not adequately trained regarding RV's hygiene care.  RP1's actions are a violation of OAR.",2,,Not Substantiated,Substantiated,Neglect
AL151133D,523362,AFH,1/20/2015,"On or about Feb. 13, 2015, Adult Protective Services (""APS"") received a complaint that the facility failed to prevent a fall with injury.  During the course of the investigation, APS substantiated the following: on or about Feb. 13, 2015, RP2 left RV standing by the sink brushing his/her teeth, unassisted in the bathroom, while getting RV's walker, and RV fell.  RV suffered an L3 fracture and was taken to the hospital to be evaluated.  RV is required to have a staff member perform standby assist while ambulating and for transfers.  RP2's failure to follow the care plan regarding standby assistance is a violation of resident rights, constitutes neglect, and is considered abuse.  The last updated care plan was October 21, 2013.  RP1 did not timely update the care plan.  RP1's actions are a violation of Oregon Administrative Rule.",3,,Not Substantiated,Substantiated,Neglect
CO14204,523363,AFH,9/25/2014,Refer to Revocation #AFHRV14-010,3,,,,
MV132896,523380,AFH,4/8/2013,"It was reported that on or about April 8, 2013, Licensee failed to provide proper care to Resident #1 (RV1). RV1's care plan stated he/she was in need of two person assistance with transfers. On April 8, 2013, RV1 ""needed to get up and when tried to get up fell"" by his/her bed. RV1 got into the kneeling position and called for help. Licensee did not assist RV1 in getting up and left RV1 on the floor for at least a half hour. Licensee's failures are a violation of Adult Foster Home (AFH) Oregon Administrative Rules (OARs), is considered neglect and constitutes abuse. Wrongdoing on the part of the Licensee was substantiated.",2,0,,,Neglect
CO13099,523380,AFH,8/12/2013,Suspension issued,4,,,,Physical Abuse
MV134093B,523380,AFH,8/8/2013,"It was reported that on or about August 8, 2013, Licensee failed to protect Resident #1 (RV1) from physical abuse. On a daily basis, out of anger, Licensee would push RV1 into the kitchen table with force causing RV1 to be in pain. On one occasion, Licensee ""disciplined"" RV1 for accidentally running over his/her catheter hose with his/her wheelchair. Licensee ""disciplined"" RV1 by placing RV1 on his/her knees for over an hour, causing RV1 to be in pain.",3,,,,Physical Abuse
MV134093C,523380,AFH,8/8/2013,"It was reported that on or about August 8, 2013, Licensee failed to Protect Resident #1 (RV1) from verbal and emotional abuse. Licensee regularly referred to RV1 as ""douche bag"" a ""waste of space"", ""Stupid retard"" and ""stupid fucking retard"". Licensee's  failures are a violation of Oregon Administrative Rules and is considered verbal/mental abuse.",3,,,,Verbal/Mental abuse
MV134093A,523380,AFH,8/8/2013,"It was reported that on or about August 8, 2013, Licensee failed to protect Resident #1 from financial exploitation. Licensee regularly took and smoked Resident #1's medical marijuana. On several occasions Licensee gave Witness #8 (W8) Resident #1's medical marijuana to smoke. On several occasions Licensee gave Resident #1 prescribed pain narcotic to Witness #7 (W7). Licensee failures are a violation of Oregon Administrative rules, is considered financial exploitation and constitutes abuse.",3,,,,Financial abuse
AL145954,523396,AFH,1/5/2014,"On January 5, 2014, Reported Perpetrator #2 (RP2) was the only caregiver on duty at the licensee's adult foster home (AFH). RP2 left the residents alone at the AFH without another qualified caregiver on duty. RP2 acknowledged that he/she left the residents alone at the AFH for at least one hour while he/she picked up a friend in a different city. RP2 stated that it was his/her fault and that he/she shouldn't have done it. The licensee's conduct constituted a failure to provide a safe environment and is a violation of Oregon Administrative Rules.",3,250,,,
AL152563A,523396,AFH,9/24/2014,"On or about September 24, 2014, the Department received a complaint that alleged the facility had failed to protect Resident #1 (RV) from verbal intimidation. During the course of the investigation, the Adult Protective Services Specialist (APSS) discovered that Reported Perpetrator #2 (RP2) consistently used a loud voice when he/she communicated with RV. RV became upset, anxious and fearful of RP2. The investigation concluded that RP2's conduct constituted verbal/emotional abuse as defined in 411-020-0002(1)(d)(ii). Licensee (RP1) failed to ensure a home-like environment, failed to ensure that RV received appropriate care and services and failed to provide a safe and secure enviroment. Licensee's failures violate Oregon Administrative Rules.",2,,Not Substantiated,Substantiated,Verbal/Mental abuse
AL152563B,523396,AFH,9/24/2014,"On or about September 24, 2014, the Department received a complaint that alleged the facility had failed to protect Resident #1 (RV) from rough treatment. During the course of the investigation, RV stated to the Adult Protective Services Specialist (APSS) that Reported Perpetrator #2 (RP2) had grabbed his/her nose and twisted it when RP2 cleaned his/her face. RV also reported that RP2 had shaken his/her head and that it had happened on more than one occasion. During the investigation, RV stated that he/she had experienced pain when RP2 cleaned his/her face. The facility advised RP2 to be gentle with RV, especially when cleaning RV's face. The investigation concluded that RP2's conduct constituted rough treatment as defined in Oregon Administrative Rule 411-020-0002(1)(a). Licensee failed to provide a safe and secure environment for RV. Licensee's conduct is a violation of Oregon Administrative Rule.",2,,Not Substantiated,Substantiated,Physical Abuse
CO14163,523422,AFH,8/21/2014,Unqualified caregiver working alone..,3,250,,,
AS121100,523440,AFH,9/12/2012,"On or about September 12, 2012, it was alleged that Reported Perpetrator (RP) failed to provide a safe medication administration system for Reported Victim (RV). It was found on September 9, 2012, RV was missing 14 of 30mg and 8 of 15mg narcotic pain medication. RV did not go without h/h narcotic pain medication.  The licensee failed to provide a safe medication administration system for RV. The failure is a violation of Oregon Administrative Rules.",2,0,,,
DA152768A,523452,AFH,9/1/2015,"On or about September 10, 2015, Adult Protective Services received a complaint that the facility failed to assess and intervene. During the course of the investigation, APS determined that RV has a history of agitation and aggression.  RV's care plan lists no interventions to prevent aggression. W6 was sitting on the couch, when RV went after W6, but did not make physical contact with W6.  RP2 is a mandatory reporter, but did not notify a law enforcement agency because RP2 felt that he/she could handle RV's behaviors.  RP2's failure to care plan, failure to maintain a safe and secure environment, and failure to report abuse is a violation of resident rights, constitutes neglect, and is considered abuse.",2,,Substantiated,Substantiated,Neglect
AL116091,523485,AFH,10/7/2010,Reported Perpetrator failed to keep the medication cabinet secure and did not have a medication accounting and reconciliation system.  60 doses of Resident #1's pain medication were found to be missing.  The medication was refilled the following day and the resident did ot miss any doses.,2,0,,,
AL134430,523489,AFH,7/15/2013,"It was reported that on or about July 22, 2013, Licensee failed to protect Resident #1 (RV1) from mental and emotional abuse. Licensee called 911 when RV1 refused his/her medications. Licensee and Reported Perpetrator #2 (RP2) refused RV1 his/her right to use the telephone and his/her right to have visitors as a result of his/her refusal to take a medication. RV1 reported feeling upset, intimidated, emotionally drained and demeaned. Licensee's and RP2's failures are a violation of Oregon Administrative Rules (OARs) and is considered mental abuse. Wrongdoing on the part of Licensee and RP2 was substantiated.",3,400,Substantiated,Substantiated,Verbal/Mental abuse
RB120015,523495,AFH,5/6/2012,"On or about May 6, 2012, Resident #1 (RV1) experienced a fall in his/her bedroom and sustained a skin tear on RV1's left forearm and a bruise on his/her left wrist. The fall occurred when RV1 was attempting to retrieve his/her portable urine collection device that had fallen off his/her wheelchair. The Licensee was unable to get RV1 off the floor alone and emergency services were contacted to provide assessment for injury and to return RV1 to his/her wheelchair. During the course of the investigation, it was found that the Licensee had failed to perform the required pre-admission screening in order to assure the prospective resident's needs could be met at Licensee's adult foster home. The failure is a violation of Oregon Administrative Rule.",2,0,,,
RB120017,523495,AFH,5/7/2012,"On or about May 6, 2012, Resident #1 (RV1) experienced a fall in the bathroom when he/she attempted to transfer him/herself from his/her wheelchair to the toilet. RV1 reported no injuries. The Licensee was unable to lift RV1 from the floor and emergency services were called to assist. The investigation found that the Licensee had failed to perform and document the required pre-admission screening in order to assure the prospective resident's care needs could be met. The failure is a violation of Oregon Administrative Rule.",2,0,,,
RB146944,523495,AFH,4/25/2014,"On or about April 26, 2014, Resident #1 (RV1) experienced an un-witnessed fall. The facility contacted 911 when RV1 complained of intense pain. RV1 was transported to the hospital where he/she was diagnosed with a fractured bone. The previous day, on or about April 25, 2014, RV1 was found on the floor approximately three times. RV1_x001A_s progress notes were reviewed during the investigation. The entries indicated that RV1 had exhibited increasing night-time behaviors in the weeks prior to RV1_x001A_s fall with injury. The facility failed to complete an incident report for RV1_x001A_s fall that took place on or about April 26, 2014. There were no records that indicated the facility had attempted to contact RV1_x001A_s medical professional(s) when RV1_x001A_s condition changed. Licensee failed to intervene when there was a change in RV1_x001A_s health status. Licensee_x001A_s failure is a violation of resident rights, is considered neglect, and constitutes abuse.",3,,,,Neglect
NB120203,523500,AFH,6/1/2012,"It was reported that on or about June 1, 2012, Licensee failed to provide a safe environment for Resident #1. Resident #1's debit card had several unauthorized transactions that occurred on May 31, 2012, and June 1, 2012. Reported perpetrator #2 confessed to taking Resident #2's debit card and making the unauthorized purchases. Licensee's failures are a violation of Oregon Administrative Rules (OARs). Wrongdoing on the part of the Licensee was substantiated.",2,0,Not Substantiated,Substantiated,Financial abuse
DL147914,523532,AFH,7/24/2014,"On or about 7/24/14, an allegation was made that the facility failed to provide care.  During the course of the investigation, APS determined that there were occupants in the home who had not met the requirements for criminal history checks. Licensee was absent from the home for eight days while an authorized caregiver provided care.  The home was dirty, cluttered, and entry ways blocked. Facility did not have a working smoke alarm installed in the resident's bedroom.  Facility did not have a working lamp or light in RV's room and RV used a flashlight as a lamp. The phone was disconnected and unavailable for use during the home visit. These actions are a violation of OAR and resident rights, constitute neglect, and are considered abuse.",3,500,,,Neglect
DL164330,523532,AFH,1/19/2016,"It was reported that on or about January 19, 2016, Licensee failed to provide care to Resident #1. Wrongdoing on the part of the Licensee was substantiated.",2,,Substantiated,Substantiated,Neglect
ES133864,523537,AFH,7/15/2013,"It was reported that on or about July 19, 2013, it was reported that Licensee failed to protect Resident #1 from inappropriate and threatening behavior. Reported Perpetrator #2 (RP2) attempted to start a fight with Resident #1. RP2 became physically and verbally aggressive with Resident #1. Wrongdoing on the part of the Licensee was substantiated.",3,,Not Substantiated,Substantiated,Verbal/Mental abuse
ES149039,523537,AFH,10/23/2014,"On or around 10/24/14, APS received an allegation that the facility failed to provide a safe environment.  During the course of an investigation, W1 overheard RP2 telling both RV1 and RV2 not to speak with the APS investigator.  RP2 admitted that he/she told both RV1 and RV2 not to talk with APS.  RV2 expressed that if RP1 thought RV2 spoke with APS, RP1 would raise the rent or kick RV2 out of the home. RV1 and RV2 are dependent upon RP1 and RP2 for their care. RP2's actions are a violation of Oregon Administrative Rules, including rules surrounding resident rights.",1,,,,
AS134000,523542,AFH,7/30/2013,"It was reported that on or about July 30, 2013, Licensee failed to protect Resident #1 (RV1) from financial exploitation. Reported Perpetrator #2 (RP2) was arrested for taking RV1's checkbook out of his/her room and forging two check totaling $85.00. RP2 was charged with negatiating a bad check, theft 2 and criminal possession of a forged document. RP2's failures are considered financial exploitation and constitute abuse. Licensee's failures are a violation of Oregon Administrative Rules (OARS).",2,,Not Substantiated,Not Substantiated,Financial abuse
AS145891,523542,AFH,1/22/2014,"It was reported that on or about June 27, 2012, Licensee failed to Protect Resident #1 (RV1) from misappropriation of RV1's assets. Licensee purchases a trailer from RV1 for $700.00. Licensee only paid $240.00 OF THE $700.00 owed to RV1. Licensee has failed to provide documented proof of paying the full $700.00 to RV1 for the trailer. Licensee's failures are a violation of Oregon administrative rule is considered financial exploitation and constitutes abuse. Wrongdoing on the part of the Licensee has been substantiated.",3,,,,Financial abuse
CO15184,523542,AFH,9/2/2015,Multiple violations re: fire and life safety and refusal to correct by date listed.,3,450,,,
CO14084,523564,AFH,3/13/2014,Licensee's and caregiver's (MW) background checks both expired.,3,0,,,
CO13071,523572,AFH,6/4/2013,"On June 4, 2013, the Department received information from the local office alleging the licensee kissed Reported Victim (RV) on the lips and touched his/her breasts. The licensee did not deny the allegations but insisted that RV initiated the sexual contact. Local law enforcement is involved. UPDATE: Home closed 6/7/2013",3,0,,,Sexual abuse
CO13075,523572,AFH,6/6/2013,"On June 4, 2013, a notice of imposition of license condition was issued to the licensee based on preliminary information alleging sexual abuse of a resident. The condition imposed that the licensee may not admit or re-admit any resident to his adult foster home. The condition further imposed that the licensee may not provide any direct care or services to any of the residents at the licensee_x001A_s adult foster home. 



On June 6, 2013, the Department received information from the local office alleging the licensee was witnessed kissing resident #1 and stating _x001A_Better be careful, they will call it sex abuse and you will have to leave and won_x001A_t have baby (resident_x001A_s dog) since the condition was placed._x001A_ It was further alleged the licensee was observed providing direct care to resident #2. The licensee was observed _x001A_wiping resident #2_x001A_s tail bone with alcohol and applying a band aid to that area._x001A_ It was also alleged the licensee was observed applying ointment around resident #2_x001A_s mouth and eyebrows daily and has assisted resident #2 with toileting after the condition was issued prohibiting the licensee from providing any care to any resident. Since the condition was issued the licensee has been observed going into residents_x001A_ bedrooms and closing the door.



Additional information received by the Department from the local office on June 6, 2013, alleged that the licensee was heard and witnessed calling resident #3 a _x001A_fuckin retard_x001A_, _x001A_fuckin idiot_x001A_, telling resident #3 that he was _x001A_sick of cleaning up her crap_x001A_ and that he would call her caseworker and have her _x001A_shipped out of here_x001A_. The licensee was also witnessed taking an anti-anxiety medication out of resident #2_x001A_s medication and ingesting it. UPDATE: Home closed on 6/7/2013",4,0,,,Neglect
AL133401A,523572,AFH,6/3/2013,"On or about June 3, 2013, it was alleged that Reported Perpetrator (RP) failed to protect Reported Victim #1 (RV1), Reported Victim #2 (RV2), Reported Victim #3 (RV) and Reported Victim #4 (RV4) from inappropriate sexual contact. RP was observed kissing RV2 and RV3 inappropriately on the lips. RP was ""super affecitonate"" with RV4. RP did not deny the allegations but insisted that RV's initiated the sexual contact. RP engaged in inappropriate behavior which resulted in an environment that would intimidate RV's. The licensee failed to protect RV's from inappropriate sexual contact. The failure is a violation of resident rights and constitutes abuse.",4,,,,Sexual abuse
AL133401B,523572,AFH,6/3/2013,"On or about June 3, 2013, it was alleged that Reported Perpetrator (RP) failed to properly use restraints on Reported Victim #2 (RV2). RP used a gait belt to restrain RV2 to the toilet for extended periods of time. RP instructed staff to use restraint to keep RV2 on the toilet. RP acknowledged tying the gait belt to the toilet to keep RV restrained. The licensee failed to properly use the restraint for RV2. The failure is a violation of resident rights and constitutes abuse.",3,,,,Restraints
AL133401C,523572,AFH,6/3/2013,"On or about June 3, 2013, it was alleged that Reported Perpetrator (RP) failed to protect Reported Victim #1 (RV1), Reported Victim #2 (RV2), Reported Victim #3 (RV3) and Reported Victim #4 (RV4) from inappropriate verbal comments. RP was witnessed calling an RV a ""fucking bitch"" and ""disgusting"". RP was also witnessed calling an RV a ""little bitch ass"" and ""fucking baby"". RP threatened to contact RV1's case worker and have RV1 ""shipped out"". RP was witnessed on multiple occasions using profanity toward RV's. The licensee failed to protect RV's from inappropriate verbal comments. The failure is a violation of resident rights and constitutes abuse.",3,,,,Verbal/Mental abuse
NB121992A,523585,AFH,12/31/2012,Resident #1 was care planned needing substantial assistance with housekeeping. The investigation determined the licensee would demand Resident #1 to bring the licensee beverages and would yell at Resident #1 when Resident #1 would spill liquid or ice. Facility failed to treat Resident #1 with respect and dignity. The failure is a violation of Oregon Administrative Rule.,2,0,,,
NB121992B,523585,AFH,12/31/2012,"Resident #1 reported that the Licensee requested Resident #1 call his/her family to ask for money so licensee could pay his/her bills. On January 31, 2013, the Licensee acknowledged that he/she ""asked the family for money"" because Licensee was ""low on funds"". Licensee received $300 from Resident #1's family. Licensee failed to protect resident from financial expoitation. The failure is a violation of resident rights and constitutes financial abuse.",3,0,,,Financial abuse
AS132991,523610,AFH,4/8/2013,"On or about April 8, 2013, it was alleged that Reported Perpetrator (RP) failed to provide appropriate care to Reported Victim (RV). RV's physician ordered that RV be turned every two hours. RV's careplan dated 1/29/2013 did not reflect the change in RV's condition. On 3/29/2013 RV was ordered stool softener 2x daily and a laxative as needed. The stool softener was not initialed on RV's Medication Administration Record dated 4/15/2013 as required. The licensee failed to properly plan care for RV. The failure is a violation of Oregon Administrative Rules.",2,,,,
AS133343,523610,AFH,5/22/2013,"On or about May 22, 2013, it was alleged that Reported Perpetrator #1 (RP1) failed to provide appropriate service to Reported Victim (RV). RV was scheduled for a medical appointment. RV's careplan dated 4/23/2013 indicated that RV is transferred by Medix when going to a medical appointment. On this day a car was blocking the entrance to the home and the bus driver would not back into the driveway to transfer RV. Reported Perpetrator #2 (RP2) brought RV down the driveway with RV in front of RP2. RP2's grip of the wheelchair slipped and RV fell out of the wheelchair. As a result of a the fall RV was transported to the hospital and sustained a ""closed"" fracture of a vertebra. RV was kept in the hospital for one day. The licensee failed to provide appropriate service to RV. The failure is a violation of Oregon Administrative Rule.",2,,,,
AS148985,523610,AFH,10/19/2014,"On or about October 21, 2014, Adult Protective Services received a complaint that the facility failed to provide adequate continence care.  During the course of the investigation, APS substantiated that RV is incontinent of bladder and that RP went to a different doctor to have a catheter inserted into RV after RV's primary care physician informed them that the risk to the client outweighed the benefits.  RP has a history of seeking catheters for residents for the caregiver's convenience.  RP did not administer Miralax for bowel care but initialed the Medication Administration Record as if RP had given the Miralax to RV. The facility does not have a call light or alert system for RV to use at night to let a caregiver know about his/her toileting needs and can't yell for help. RV lays in urine all night because RP refuses to get up to help with continence, reporting that s/he ""needs"" his/her sleep. RP's failure to assist with toileting is a violation of resident rights, constitutes neglect, and is considered abuse.",2,300,,,Neglect
MV152561,523628,AFH,7/4/2014,"It was reported that on or about  July 4, 2014, Licensee failed to provide a safe environment for Resident #1 (RV1). RV1 kept his/her wheelchair in the garage for going to and from appointments. At the time the garage door was being kept open for easier access in and out of the facility for Resident and staff. On July 5, 2014, RV1 mentioned to facility staff that he/she thought his/her wheelchair was missing. Licensee and RV1's family determined that the wheelchair was in fact taken from the garage of the facility. Licensee's failures are a violation of OARs, is considered neglect and constitutes abuse. Financial exploitation has been apportioned to an unknown individual in the case. Wrongdoing on the part of the Licensee was substantiated.",2,,Substantiated,Substantiated,Neglect
AS132198,523698,AFH,1/19/2013,"On or about January 19, 2013, it was alleged that Reported Perpetrator #1 (RP1) failed to provide a safe envrionment for Reported Victim (RV). RV was admitted the the licensee's Adult Foster Home (AFH) on 1/08/2013. It was determined that RV was a fall risk and at risk for wandering. The initial screening indicated that RV is not oriented and does have memory lapses and does not have the ability to ask for help. RV fell on 1/16/13 outside of the AFH. RV sustained bruises and scratches to h/her face as a result of the fall. On 1/17/13 RV fell in the bathroom of the AFH and did not sustain any injury. On 1/19/13 RV exited the AFH and wandered to a neighbor's house. Law enforcement was contacted and assisted RV back to the AFH. On 1/19/13 RV at approximately 8:00pm RP2 discovered RV on RV's bedroom floor. RP2 attempted to get RV up off the floor for two hours. RV refused assistance and denied that h/she was in pain. After two hours RP2 contacted RP1 and RP1 instructed RP2 to let RV remain on the floor. The following morning RP2 discovered that RV was still on the floor and RV was found to be wet with urine. RP2 assisted RV off of the floor. On 1/20/13 RV fell as RV made h/her way to the lunch table. After the fall, RV was transported to the hospital for treatment. Upon admission to the hospital it was determined that RV sustained a fracture on the left side of h/her face as a result of the falls. The licensee failed to intervene when RV's condition changed. The licensee's conduct constituted a failure to provide a safe environment. The licensee's failure is a violation of Oregon Administrative Rle and constitutes abuse. UPDATE 6/18/13: FOD sent this date. AR notified and requested that the aging process begin this date.",3,400,,,Neglect
